short_name,overall,potential, value_eur , wage_eur ,age,height_cm,weight_kg,club_name,league_name,club_position,attack_position,nationality_name,preferred_foot,international_reputation,body_type,pace,shooting,passing,dribbling,defending,physic
I. Traoré,75,75,1800000,20000,34,184,87,Angers SCO,French Ligue 1,CB,Defense,Côte d'Ivoire,Right,2,Stocky (170-185),40,39,58,50,75,86
A. Barnes,75,75,4800000,35000,31,186,84,Burnley,English Premier League,LS,Attack,England,Right,1,Normal (185+),57,75,68,72,47,79
A. McCarthy,75,75,3000000,34000,31,193,79,Southampton,English Premier League,GK,GoalKeeper,England,Right,1,Lean (185+),,,,,,
L. Cooper,75,75,4700000,60000,29,188,73,Leeds United,English Premier League,LCB,Defense,Scotland,Left,1,Lean (185+),50,35,56,58,76,78
Ł. Skorupski,75,76,4200000,22000,30,187,84,Bologna,Italian Serie A,GK,GoalKeeper,Poland,Right,2,Normal (185+),,,,,,
Balenziaga,75,75,2900000,22000,33,177,77,Athletic Club de Bilbao,Spain Primera Division,LB,Defense,Spain,Left,1,Normal (170-185),75,46,69,70,73,75
J. Zoet,75,75,3700000,13000,30,189,88,Spezia,Italian Serie A,GK,GoalKeeper,Netherlands,Right,2,Normal (185+),,,,,,
J. Guðmundsson,75,75,5500000,32000,30,179,77,Burnley,English Premier League,RM,Midfield,Iceland,Left,1,Normal (170-185),67,73,76,75,61,67
R. Hamouma,75,75,2700000,31000,34,178,76,AS Saint-Étienne,French Ligue 1,RM,Midfield,France,Right,2,Normal (170-185),67,76,75,78,42,64
M. Klich,75,75,4600000,63000,31,183,82,Leeds United,English Premier League,LCM,Midfield,Poland,Right,1,Lean (170-185),66,72,74,73,61,75
J. Larsen,75,75,5500000,17000,30,180,82,Udinese Calcio,Italian Serie A,LM,Midfield,Denmark,Right,1,Normal (170-185),79,61,72,74,70,77
P. Jansson,75,75,4600000,38000,30,194,86,Brentford,English Premier League,CB,Defense,Sweden,Right,1,Normal (185+),59,42,53,62,75,80
J. Ayew,75,75,5500000,52000,29,182,81,Crystal Palace,English Premier League,LW,Attack,Ghana,Right,2,Normal (170-185),76,74,70,78,46,72
Dani Rodríguez,75,75,3500000,24000,33,178,71,RCD Mallorca,Spain Primera Division,LM,Midfield,Spain,Right,1,Normal (170-185),85,75,74,72,63,69
G. Hanley,75,75,4700000,31000,29,187,81,Norwich City,English Premier League,RCB,Defense,Scotland,Right,1,Normal (185+),52,32,45,51,76,74
Álex Fernández,75,75,5500000,28000,28,182,72,Cádiz CF,Spain Primera Division,CAM,Midfield,Spain,Right,1,Lean (170-185),57,70,79,74,68,64
A. Soumaoro,75,76,5000000,28000,29,187,91,Bologna,Italian Serie A,LCB,Defense,France,Right,1,Stocky (185+),56,37,55,55,74,80
F. Fernández,75,75,3600000,33000,32,190,83,Newcastle United,English Premier League,LCB,Defense,Argentina,Right,2,Normal (185+),47,30,55,54,76,74
G. Caprari,75,75,6000000,21000,27,176,72,Hellas Verona,Italian Serie A,LF,Attack,Italy,Right,2,Normal (170-185),84,70,70,81,20,49
S. Dallas,75,75,5500000,63000,30,183,81,Leeds United,English Premier League,RCM,Midfield,Northern Ireland,Right,1,Lean (170-185),74,69,70,73,73,75
K. Günter,75,77,6000000,23000,26,184,79,Hellas Verona,Italian Serie A,CB,Defense,Germany,Right,1,Normal (170-185),65,31,56,62,76,72
L. Pavoletti,75,75,4600000,32000,32,188,85,Cagliari,Italian Serie A,RS,Attack,Italy,Right,2,Normal (185+),56,73,51,68,35,72
C. Chambers,75,77,6500000,58000,26,182,82,Arsenal,English Premier League,RB,Defense,England,Right,2,Normal (170-185),66,56,70,68,76,76
S. March,75,76,6000000,44000,26,180,77,Brighton & Hove Albion,English Premier League,LWB,Defense,England,Left,1,Lean (170-185),73,67,73,77,67,62
A. Webster,75,80,7500000,44000,26,191,75,Brighton & Hove Albion,English Premier League,RCB,Defense,England,Right,1,Normal (185+),69,31,59,68,75,74
Marçal,75,75,3900000,58000,32,178,72,Wolverhampton Wanderers,English Premier League,LWB,Defense,Brazil,Left,2,Normal (170-185),71,56,71,72,75,71
M. Dituro,75,75,950000,16000,34,191,86,RC Celta de Vigo,Spain Primera Division,GK,GoalKeeper,Argentina,Right,1,Normal (185+),,,,,,
Kévin Rodrigues,75,76,6000000,26000,27,170,70,Rayo Vallecano,Spain Primera Division,LB,Defense,Portugal,Left,1,Normal (170-),75,59,75,72,70,60
S. Dimitrievski,75,79,6000000,14000,27,188,84,Rayo Vallecano,Spain Primera Division,GK,GoalKeeper,North Macedonia,Right,1,Normal (185+),,,,,,
Pere Pons,75,75,5500000,23000,28,177,70,Deportivo Alavés,Spain Primera Division,RDM,Midfield,Spain,Right,1,Lean (170-185),62,62,72,74,69,70
M. Lemina,75,75,6000000,29000,27,184,85,OGC Nice,French Ligue 1,LCM,Midfield,Gabon,Right,2,Normal (170-185),71,68,73,76,72,75
L. Abergel,75,76,5500000,18000,28,170,65,FC Lorient,French Ligue 1,LCM,Midfield,France,Right,1,Normal (170-),72,49,68,73,71,75
P. Dawidowicz,75,78,6500000,23000,26,189,80,Hellas Verona,Italian Serie A,RCB,Defense,Poland,Right,1,Lean (185+),62,46,61,62,76,77
E. Pulgar,75,77,6000000,40000,27,187,74,Fiorentina,Italian Serie A,CM,Midfield,Chile,Right,1,Lean (185+),63,62,75,74,72,74
N. Maksimović,75,75,4700000,16000,29,193,87,Genoa,Italian Serie A,CB,Defense,Serbia,Right,2,Normal (185+),58,28,47,55,77,77
Álvaro García,75,75,5500000,20000,28,167,61,Rayo Vallecano,Spain Primera Division,LM,Midfield,Spain,Left,1,Lean (170-),92,64,70,73,30,45
G. Simeone,75,78,7500000,30000,25,181,81,Hellas Verona,Italian Serie A,ST,Attack,Argentina,Right,2,Normal (170-185),76,74,59,75,37,70
M. Simon,75,76,6500000,23000,25,168,69,FC Nantes,French Ligue 1,LM,Midfield,Nigeria,Right,2,Normal (170-),92,70,66,79,34,65
D. Gray,75,78,7500000,66000,25,183,75,Everton,English Premier League,CAM,Midfield,England,Right,2,Lean (170-185),86,71,67,79,37,55
F. Honorat,75,77,7500000,16000,24,180,70,Stade Brestois 29,French Ligue 1,RM,Midfield,France,Right,2,Lean (170-185),77,73,71,75,47,57
J. Gradit,75,76,5500000,26000,28,180,75,Racing Club de Lens,French Ligue 1,RCB,Defense,France,Right,1,Normal (170-185),71,29,60,67,75,82
Pablo Maffeo,75,82,10500000,20000,23,172,70,RCD Mallorca,Spain Primera Division,RB,Defense,Spain,Right,1,Normal (170-185),85,52,67,72,72,69
E. Ünal,75,81,9000000,24000,24,187,78,Getafe CF,Spain Primera Division,RS,Attack,Turkey,Right,1,Normal (185+),68,77,64,75,36,77
J. Sambia,75,80,8000000,19000,24,185,73,Montpellier Hérault SC,French Ligue 1,RB,Defense,France,Right,1,Lean (185+),75,69,72,73,71,70
A. Nübel,75,80,7000000,34000,24,193,88,AS Monaco,French Ligue 1,GK,GoalKeeper,Germany,Right,1,Normal (185+),,,,,,
M. Lopez,75,79,8000000,25000,23,167,58,U.S. Sassuolo Calcio,Italian Serie A,LDM,Midfield,France,Right,1,Lean (170-),71,66,77,77,65,57
K. Ajer,75,83,11500000,33000,23,196,94,Brentford,English Premier League,RCB,Defense,Norway,Right,1,Normal (185+),73,55,61,68,75,83
H. Belkebla,75,77,6000000,17000,27,177,68,Stade Brestois 29,French Ligue 1,LDM,Midfield,Algeria,Right,1,Lean (170-185),60,49,71,71,70,73
R. Mandragora,75,81,9000000,51000,24,183,75,Torino F.C.,Italian Serie A,RCM,Midfield,Italy,Left,2,Lean (170-185),57,63,74,75,74,76
Hernani,75,78,6500000,27000,27,188,77,Genoa,Italian Serie A,RCM,Midfield,Brazil,Right,1,Lean (185+),65,69,69,72,74,70
T. Cantwell,75,82,11500000,28000,23,177,70,Norwich City,English Premier League,RM,Midfield,England,Right,1,Lean (170-185),72,68,72,78,39,51
H. Moukoudi,75,80,7500000,23000,23,191,74,AS Saint-Étienne,French Ligue 1,LCB,Defense,Cameroon,Right,1,Stocky (185+),53,32,51,49,75,80
M. Pjaca,75,76,6500000,63000,26,186,83,Torino F.C.,Italian Serie A,LF,Attack,Croatia,Right,2,Normal (185+),76,67,74,81,41,63
Fali,75,77,6000000,25000,27,186,84,Cádiz CF,Spain Primera Division,LCB,Defense,Spain,Right,1,Normal (185+),55,53,66,59,74,87
Javi Galán,75,77,6500000,20000,26,172,70,RC Celta de Vigo,Spain Primera Division,LB,Defense,Spain,Left,1,Normal (170-185),77,54,72,74,69,67
R. Del Castillo,75,78,7500000,18000,25,172,65,Stade Brestois 29,French Ligue 1,LM,Midfield,France,Left,1,Normal (170-185),77,68,72,79,39,65
P. Rosario,75,79,7500000,23000,24,188,73,OGC Nice,French Ligue 1,RCM,Midfield,Netherlands,Right,1,Normal (185+),67,64,68,72,72,78
D. Bronn,75,78,6500000,17000,26,185,77,FC Metz,French Ligue 1,RCB,Defense,Tunisia,Right,1,Normal (185+),66,61,67,65,76,76
G. Konan,75,78,7000000,21000,25,176,71,Stade de Reims,French Ligue 1,LWB,Defense,Côte d'Ivoire,Left,1,Normal (170-185),79,48,68,75,70,71
A. Elis,75,78,7500000,16000,25,180,73,FC Girondins de Bordeaux,French Ligue 1,RS,Attack,Honduras,Right,1,Normal (170-185),90,71,63,77,31,74
S. Lukić,75,80,8500000,33000,24,183,77,Torino F.C.,Italian Serie A,LCM,Midfield,Serbia,Right,1,Normal (170-185),64,63,75,77,69,68
F. Medina,75,80,8000000,21000,22,184,77,Racing Club de Lens,French Ligue 1,LCB,Defense,Argentina,Left,1,Stocky (170-185),78,33,60,68,76,75
H. Maïga,75,78,6500000,16000,25,181,80,FC Metz,French Ligue 1,RCM,Midfield,Côte d'Ivoire,Right,1,Normal (170-185),59,55,67,68,71,86
J. Willock,75,83,12500000,26000,21,186,76,Newcastle United,English Premier League,RCM,Midfield,England,Right,1,Lean (185+),76,72,68,76,61,69
Y. Neyou,75,80,8000000,23000,24,180,63,AS Saint-Étienne,French Ligue 1,LDM,Midfield,Cameroon,Right,1,Lean (170-185),65,60,67,76,73,67
T. Kubo,75,88,13500000,77000,20,173,67,RCD Mallorca,Spain Primera Division,CAM,Midfield,Japan,Left,1,Lean (170-185),81,66,68,82,39,56
N. Domínguez,75,83,12500000,25000,23,179,73,Bologna,Italian Serie A,RDM,Midfield,Argentina,Right,1,Lean (170-185),75,66,70,75,71,77
Mama Baldé,75,77,7000000,19000,25,176,69,ESTAC Troyes,French Ligue 1,LM,Midfield,Guinea Bissau,Right,1,Normal (170-185),91,72,67,73,50,79
Nacho Vidal,75,78,7000000,23000,26,180,75,CA Osasuna,Spain Primera Division,RB,Defense,Spain,Right,1,Lean (170-185),77,55,69,70,71,65
F. Onyeka,75,81,8000000,33000,23,183,70,Brentford,English Premier League,RCM,Midfield,Nigeria,Right,1,Lean (170-185),87,58,66,72,74,81
M. Aarons,75,83,12000000,21000,21,178,69,Norwich City,English Premier League,RB,Defense,England,Right,1,Normal (170-185),81,42,64,75,70,71
O. Skipp,75,85,11500000,44000,20,178,70,Tottenham Hotspur,English Premier League,CDM,Midfield,England,Right,1,Normal (170-185),62,46,67,67,71,70
R. Faivre,75,83,12500000,16000,22,180,69,Stade Brestois 29,French Ligue 1,CAM,Midfield,France,Left,2,Lean (170-185),74,72,73,78,63,63
Y. Adli,75,81,8500000,25000,20,186,78,FC Girondins de Bordeaux,French Ligue 1,RCM,Midfield,France,Right,1,Lean (185+),62,70,75,74,66,66
M. Camara,75,80,8000000,23000,23,178,69,AS Saint-Étienne,French Ligue 1,RDM,Midfield,France,Right,1,Normal (170-185),63,57,67,71,73,72
W. Saliba,75,84,11500000,41000,20,192,85,Olympique de Marseille,French Ligue 1,RCB,Defense,France,Right,2,Normal (185+),70,33,62,66,76,77
Adrià Pedrosa,75,82,10500000,14000,23,176,69,RCD Espanyol de Barcelona,Spain Primera Division,LB,Defense,Spain,Left,1,Lean (170-185),89,60,69,75,69,69
Unai Vencedor,75,83,12500000,18000,20,176,71,Athletic Club de Bilbao,Spain Primera Division,RCM,Midfield,Spain,Right,1,Normal (170-185),66,70,72,74,73,74
Moncayola,75,85,12000000,20000,23,189,86,CA Osasuna,Spain Primera Division,RCM,Midfield,Spain,Right,1,Normal (185+),66,64,72,70,71,69
A. Truffert,75,83,11500000,19000,19,173,63,Stade Rennais FC,French Ligue 1,LB,Defense,France,Left,1,Lean (170-185),74,55,70,73,71,69
G. Mamardashvili,75,83,10500000,14000,20,199,88,Valencia CF,Spain Primera Division,GK,GoalKeeper,Georgia,Left,1,Lean (185+),,,,,,
G. Pandev,74,74,1400000,13000,37,184,75,Genoa,Italian Serie A,RS,Attack,North Macedonia,Left,3,Normal (170-185),54,78,72,79,37,49
Y. Cahuzac,74,74,825000,16000,36,178,72,Racing Club de Lens,French Ligue 1,RCM,Midfield,France,Right,2,Normal (170-185),34,46,63,62,73,77
T. Mangani,74,74,1900000,21000,34,183,79,Angers SCO,French Ligue 1,LDM,Midfield,France,Left,2,Normal (170-185),48,69,76,70,70,72
J. Ward,74,74,3100000,39000,31,188,83,Crystal Palace,English Premier League,RB,Defense,England,Right,1,Lean (185+),54,52,67,66,77,71
M. Ritchie,74,74,3100000,30000,31,172,76,Newcastle United,English Premier League,LWB,Defense,Scotland,Left,1,Normal (170-185),65,73,75,76,65,69
Fidel,74,74,3500000,18000,31,180,74,Elche CF,Spain Primera Division,LCM,Midfield,Spain,Left,1,Lean (170-185),74,71,73,72,47,66
T. Cleverley,74,74,3500000,43000,31,175,67,Watford,English Premier League,LCM,Midfield,England,Right,2,Normal (170-185),60,69,74,73,61,65
V. Manceau,74,74,3100000,19000,31,176,70,Angers SCO,French Ligue 1,RCB,Defense,France,Right,1,Normal (170-185),45,47,70,73,75,72
B. Nuytinck,74,74,2900000,14000,31,190,82,Udinese Calcio,Italian Serie A,CB,Defense,Netherlands,Left,1,Normal (185+),33,40,54,55,77,69
M. Destro,74,74,4100000,17000,30,182,80,Genoa,Italian Serie A,LS,Attack,Italy,Right,2,Normal (170-185),69,75,60,72,29,60
Ximo Navarro,74,74,3100000,19000,31,176,75,Deportivo Alavés,Spain Primera Division,RB,Defense,Spain,Right,1,Normal (170-185),73,47,65,68,70,76
J. Stephens,74,76,4500000,39000,27,185,75,Southampton,English Premier League,RCB,Defense,England,Right,1,Normal (185+),53,42,61,67,76,73
I. Balliu,74,74,3700000,17000,29,174,65,Rayo Vallecano,Spain Primera Division,RB,Defense,Albania,Right,1,Normal (170-185),84,39,68,74,69,72
A. Lozano,74,74,4300000,28000,28,185,74,Cádiz CF,Spain Primera Division,LM,Midfield,Honduras,Right,1,Normal (185+),78,74,63,69,36,75
F. Ceccherini,74,75,3900000,22000,29,187,75,Hellas Verona,Italian Serie A,LCB,Defense,Italy,Right,1,Normal (185+),63,43,53,63,76,71
S. Boufal,74,74,4500000,21000,27,175,67,Angers SCO,French Ligue 1,LS,Attack,Morocco,Right,2,Lean (170-185),79,66,72,79,27,50
J. Mojica,74,74,3800000,17000,28,185,73,Elche CF,Spain Primera Division,LM,Midfield,Colombia,Left,1,Lean (185+),91,65,70,71,68,72
L. Montipò,74,80,5000000,11000,25,191,82,Hellas Verona,Italian Serie A,GK,GoalKeeper,Italy,Right,1,Normal (185+),,,,,,
Simy,74,74,4200000,14000,29,198,84,US Salernitana 1919,Italian Serie A,LS,Attack,Nigeria,Right,1,Lean (185+),59,77,45,61,29,78
I. Pussetto,74,78,6000000,45000,25,180,74,Udinese Calcio,Italian Serie A,ST,Attack,Argentina,Right,1,Lean (170-185),78,73,63,77,25,60
M. Valjent,74,80,6000000,19000,25,187,83,RCD Mallorca,Spain Primera Division,RCB,Defense,Slovakia,Right,1,Normal (185+),66,36,55,64,75,82
A. Sanabria,74,79,6500000,36000,25,181,73,Torino F.C.,Italian Serie A,RF,Attack,Paraguay,Right,1,Normal (170-185),73,72,70,75,32,62
David Raya,74,78,4600000,27000,25,183,75,Brentford,English Premier League,GK,GoalKeeper,Spain,Right,1,Normal (170-185),,,,,,
L. Boyé,74,79,6500000,19000,25,183,79,Elche CF,Spain Primera Division,RS,Attack,Argentina,Right,1,Normal (170-185),73,72,61,77,47,79
F. Woodman,74,81,7000000,20000,24,190,83,Newcastle United,English Premier League,GK,GoalKeeper,England,Right,1,Lean (185+),,,,,,
R. Henry,74,79,6000000,31000,23,170,66,Brentford,English Premier League,LWB,Defense,England,Left,1,Lean (170-),91,40,60,73,67,70
S. Mounié,74,76,5500000,19000,26,190,83,Stade Brestois 29,French Ligue 1,ST,Attack,Benin,Right,2,Normal (185+),64,73,62,68,45,80
A. Masina,74,75,4400000,39000,27,191,87,Watford,English Premier League,LB,Defense,Morocco,Left,1,Normal (185+),62,42,66,68,72,73
D. Verde,74,77,5500000,17000,25,168,64,Spezia,Italian Serie A,RW,Attack,Italy,Left,1,Normal (170-),84,73,67,79,36,47
O. Colley,74,75,4000000,17000,28,191,87,U.C. Sampdoria,Italian Serie A,LCB,Defense,Gambia,Left,1,Lean (185+),68,31,48,54,72,83
J. Jankto,74,77,5500000,22000,25,180,74,Getafe CF,Spain Primera Division,LM,Midfield,Czech Republic,Left,2,Lean (170-185),75,71,70,74,67,63
F. Sotoca,74,74,4100000,27000,30,187,77,Racing Club de Lens,French Ligue 1,RS,Attack,France,Right,1,Lean (185+),80,71,68,70,42,80
L. Dimata,74,79,6500000,16000,23,185,81,RCD Espanyol de Barcelona,Spain Primera Division,RS,Attack,Belgium,Right,1,Normal (185+),77,73,64,70,40,77
T. Henry,74,76,5500000,20000,26,192,86,Venezia FC,Italian Serie A,ST,Attack,France,Right,1,Normal (185+),61,73,65,66,39,79
D. Liénard,74,74,2600000,21000,33,181,77,RC Strasbourg Alsace,French Ligue 1,LCM,Midfield,France,Left,1,Normal (170-185),54,70,79,73,62,70
R. Marin,74,78,6000000,26000,25,178,75,Cagliari,Italian Serie A,RCM,Midfield,Romania,Right,1,Normal (170-185),67,73,78,73,61,65
D. Giannoulis,74,78,5500000,26000,25,178,71,Norwich City,English Premier League,LB,Defense,Greece,Left,1,Lean (170-185),82,48,65,70,70,67
A. Caci,74,80,6000000,16000,24,186,74,RC Strasbourg Alsace,French Ligue 1,LB,Defense,France,Right,1,Lean (185+),72,52,67,68,72,72
M. Djenepo,74,80,6500000,37000,23,177,65,Southampton,English Premier League,LM,Midfield,Mali,Right,1,Lean (170-185),82,68,66,80,36,65
R. Kolo Muani,74,82,9500000,21000,22,187,73,FC Nantes,French Ligue 1,LS,Attack,France,Right,1,Lean (185+),82,69,60,77,31,61
C. Gallagher,74,82,9500000,53000,21,182,74,Crystal Palace,English Premier League,LCM,Midfield,England,Right,1,Normal (170-185),71,69,70,73,61,66
Rodrigo Becão,74,78,5500000,14000,25,191,79,Udinese Calcio,Italian Serie A,RCB,Defense,Brazil,Right,1,Normal (185+),49,33,55,48,77,71
E. Pinnock,74,75,4000000,37000,28,194,79,Brentford,English Premier League,LCB,Defense,Jamaica,Left,1,Lean (185+),68,37,57,60,74,79
E. Dennis,74,79,6500000,41000,23,175,66,Watford,English Premier League,ST,Attack,Nigeria,Right,1,Normal (170-185),88,72,60,76,38,68
O. Alderete,74,80,6000000,28000,24,188,77,Valencia CF,Spain Primera Division,LCB,Defense,Paraguay,Left,1,Normal (185+),66,56,59,63,74,77
I. Ganago,74,79,6500000,24000,22,179,82,Racing Club de Lens,French Ligue 1,LS,Attack,Cameroon,Right,1,Stocky (170-185),82,74,58,75,34,68
L. Balerdi,74,82,9000000,24000,22,187,76,Olympique de Marseille,French Ligue 1,CB,Defense,Argentina,Right,1,Normal (185+),71,36,57,64,75,75
B. Mbeumo,74,82,9500000,32000,21,171,75,Brentford,English Premier League,RS,Attack,France,Left,1,Normal (170-185),83,73,69,74,37,63
A. Espino,74,74,3700000,24000,29,172,71,Cádiz CF,Spain Primera Division,LB,Defense,Uruguay,Left,1,Normal (170-185),78,60,63,69,70,75
Zubimendi,74,84,9500000,23000,22,181,74,Real Sociedad,Spain Primera Division,LCM,Midfield,Spain,Right,1,Lean (170-185),62,61,71,71,74,69
G. Raspadori,74,88,10500000,22000,21,172,69,U.S. Sassuolo Calcio,Italian Serie A,ST,Attack,Italy,Right,2,Normal (170-185),77,74,63,77,26,53
A. Aouchiche,74,82,9000000,9000,18,181,72,AS Saint-Étienne,French Ligue 1,CAM,Midfield,France,Right,1,Lean (170-185),70,64,74,75,56,59
T. Moffi,74,82,9500000,17000,22,188,82,FC Lorient,French Ligue 1,RS,Attack,Nigeria,Left,2,Stocky (185+),74,74,53,70,24,75
L. Badé,74,82,9000000,24000,21,191,89,Stade Rennais FC,French Ligue 1,RCB,Defense,France,Right,1,Normal (185+),60,29,54,62,75,77
Manolo Reina,73,73,350000,10000,36,186,81,RCD Mallorca,Spain Primera Division,GK,GoalKeeper,Spain,Right,1,Normal (185+),,,,,,
Kiko Casilla,73,73,525000,40000,34,190,86,Elche CF,Spain Primera Division,GK,GoalKeeper,Spain,Right,2,Lean (185+),,,,,,
F. Lemoine,73,73,1000000,15000,34,175,71,FC Lorient,French Ligue 1,CM,Midfield,France,Right,2,Normal (170-185),37,58,69,68,71,75
D. Welbeck,73,73,3000000,45000,30,185,73,Brighton & Hove Albion,English Premier League,LS,Attack,England,Right,2,Normal (185+),71,72,67,72,42,66
T. Kolodziejczak,73,74,2800000,24000,29,185,75,AS Saint-Étienne,French Ligue 1,LB,Defense,France,Left,2,Normal (185+),67,37,68,60,73,77
T. Arslan,73,73,2500000,13000,30,180,77,Udinese Calcio,Italian Serie A,RDM,Midfield,Germany,Right,1,Normal (170-185),65,68,73,76,69,67
S. Corchia,73,73,2600000,19000,30,175,67,FC Nantes,French Ligue 1,RB,Defense,France,Right,2,Normal (170-185),72,62,71,71,72,62
M. Yoshida,73,73,2000000,15000,32,189,79,U.C. Sampdoria,Italian Serie A,RCB,Defense,Japan,Right,1,Lean (185+),52,41,51,63,74,71
V. Le Goff,73,73,2200000,15000,31,177,69,FC Lorient,French Ligue 1,LWB,Defense,France,Left,1,Lean (170-185),71,61,66,71,68,69
V. Belec,73,73,1600000,24000,31,193,84,US Salernitana 1919,Italian Serie A,GK,GoalKeeper,Slovenia,Right,1,Normal (185+),,,,,,
B. Bereszyński,73,73,2800000,15000,28,183,77,U.C. Sampdoria,Italian Serie A,RB,Defense,Poland,Right,1,Normal (170-185),84,56,64,69,67,73
L. Rupp,73,73,2900000,28000,30,178,73,Norwich City,English Premier League,LCM,Midfield,Germany,Right,1,Lean (170-185),63,66,74,74,66,64
M. Haïdara,73,73,2800000,22000,28,179,76,Racing Club de Lens,French Ligue 1,LWB,Defense,Mali,Left,1,Normal (170-185),77,51,62,70,68,78
V. Germain,73,73,2600000,22000,31,181,75,Montpellier Hérault SC,French Ligue 1,RM,Midfield,France,Right,2,Lean (170-185),68,74,70,73,39,66
J. Jønsson,73,73,2700000,22000,28,182,78,Cádiz CF,Spain Primera Division,LDM,Midfield,Denmark,Right,1,Lean (170-185),70,56,65,68,72,75
Ruiz de Galarreta,73,74,3100000,19000,27,175,69,RCD Mallorca,Spain Primera Division,LDM,Midfield,Spain,Right,1,Lean (170-185),69,59,69,72,67,70
L. Ceppitelli,73,73,2100000,23000,31,186,83,Cagliari,Italian Serie A,RCB,Defense,Italy,Right,1,Normal (185+),51,33,35,44,76,70
V. Chiricheș,73,73,2100000,23000,31,184,75,U.S. Sassuolo Calcio,Italian Serie A,LCB,Defense,Romania,Right,2,Lean (170-185),56,62,56,62,75,66
P. Nardi,73,77,3200000,12000,27,188,82,FC Lorient,French Ligue 1,GK,GoalKeeper,France,Right,1,Lean (185+),,,,,,
J. Uronen,73,74,3300000,15000,26,177,69,Stade Brestois 29,French Ligue 1,LB,Defense,Finland,Left,1,Normal (170-185),72,57,69,67,69,75
J. Gastien,73,73,1500000,15000,33,179,69,Clermont Foot 63,French Ligue 1,LDM,Midfield,France,Right,1,Lean (170-185),56,63,65,71,70,78
S. Mitrović,73,73,2100000,20000,31,189,84,Getafe CF,Spain Primera Division,LCB,Defense,Serbia,Right,1,Normal (185+),33,34,51,54,74,81
F. Tardieu,73,73,2600000,15000,29,184,70,ESTAC Troyes,French Ligue 1,LCM,Midfield,France,Right,1,Lean (170-185),56,62,71,68,69,76
C. Nørgaard,73,75,3300000,33000,27,187,77,Brentford,English Premier League,CM,Midfield,Denmark,Right,1,Lean (185+),62,57,68,69,73,74
E. Roco,73,74,2900000,16000,28,192,79,Elche CF,Spain Primera Division,RCB,Defense,Chile,Right,2,Normal (185+),33,41,54,58,75,77
Ó. Duarte,73,73,2000000,20000,32,186,81,Levante Unión Deportiva,Spain Primera Division,RCB,Defense,Costa Rica,Right,1,Stocky (185+),49,47,51,54,75,76
W. Cyprien,73,74,3600000,25000,26,181,78,FC Nantes,French Ligue 1,RDM,Midfield,France,Right,2,Normal (170-185),72,71,73,74,73,73
Róber,73,78,4000000,20000,26,182,74,Levante Unión Deportiva,Spain Primera Division,LCB,Defense,Spain,Right,1,Normal (170-185),57,43,61,61,75,69
W. Troost-Ekong,73,75,3200000,36000,27,191,82,Watford,English Premier League,RCB,Defense,Nigeria,Right,1,Normal (185+),61,32,45,44,76,77
K. Sema,73,73,3200000,43000,27,180,69,Watford,English Premier League,LM,Midfield,Sweden,Left,1,Stocky (170-185),78,66,71,74,60,68
J. Castelletto,73,75,3300000,19000,26,185,76,FC Nantes,French Ligue 1,RCB,Defense,Cameroon,Right,1,Lean (185+),73,30,52,62,74,76
J. Toljan,73,74,3300000,23000,26,182,73,U.S. Sassuolo Calcio,Italian Serie A,RB,Defense,Germany,Right,2,Lean (170-185),86,42,62,69,66,67
G. Gallon,73,75,2600000,12000,28,186,79,ESTAC Troyes,French Ligue 1,GK,GoalKeeper,France,Right,1,Normal (185+),,,,,,
B. Chardonnet,73,76,3500000,15000,26,181,74,Stade Brestois 29,French Ligue 1,RCB,Defense,France,Right,1,Normal (170-185),55,40,52,57,75,74
Samir,73,75,3300000,13000,26,188,80,Udinese Calcio,Italian Serie A,LCB,Defense,Brazil,Left,1,Normal (185+),60,33,55,57,75,73
Akapo,73,73,2800000,22000,28,179,70,Cádiz CF,Spain Primera Division,RB,Defense,Equatorial Guinea,Right,1,Normal (170-185),84,51,60,63,69,76
J. Dossou,73,73,3000000,17000,29,180,75,Clermont Foot 63,French Ligue 1,RM,Midfield,Benin,Right,1,Lean (170-185),83,66,65,72,35,63
H. Palacios,73,73,2800000,16000,28,181,76,Elche CF,Spain Primera Division,RM,Midfield,Colombia,Right,1,Normal (170-185),83,35,61,61,69,80
Edgar Méndez,73,73,2500000,19000,31,187,78,Deportivo Alavés,Spain Primera Division,RM,Midfield,Spain,Right,1,Normal (185+),74,71,70,70,43,77
M. Thorsby,73,78,4400000,15000,25,189,79,U.C. Sampdoria,Italian Serie A,RCM,Midfield,Norway,Right,2,Normal (185+),68,62,68,71,73,80
Walace,73,75,3400000,13000,26,188,75,Udinese Calcio,Italian Serie A,LDM,Midfield,Brazil,Right,1,Normal (185+),65,66,68,69,68,72
A. Zedadka,73,76,3700000,15000,26,173,72,Clermont Foot 63,French Ligue 1,RB,Defense,France,Right,1,Normal (170-185),83,55,56,74,65,62
Manu García,73,82,7000000,8000,23,169,66,Deportivo Alavés,Spain Primera Division,CAM,Midfield,Spain,Right,1,Lean (170-),78,69,72,75,40,56
Pedro Chirivella,73,77,4000000,16000,24,178,66,FC Nantes,French Ligue 1,LDM,Midfield,Spain,Right,1,Lean (170-185),64,52,70,72,66,69
Luis Rioja,73,73,3200000,19000,27,175,68,Deportivo Alavés,Spain Primera Division,LM,Midfield,Spain,Left,1,Normal (170-185),79,67,69,75,32,49
